ISBN_KEY,ISBN_NAME
journals/tcci/2014-16,978-3-662-44870-0
journals/tcci/2014-14,978-3-662-44508-2
journals/tcci/2017-26,978-3-319-59267-1
journals/tcci/2017-26,978-3-319-59268-8
journals/tcci/2010-2,978-3-642-17154-3
journals/tcci/2016-25,978-3-662-53579-0
journals/tcci/2013-9,978-3-642-36814-1
journals/tcci/2013-12,978-3-642-53877-3
journals/tcci/2015-18,978-3-662-48144-8
journals/tcci/2012-7,978-3-642-32065-1
journals/tcci/2016-23,978-3-662-52885-3
journals/tcci/2011-4,978-3-642-21883-5
journals/tcci/2016-24,978-3-662-53524-0
journals/tcci/2013-10,978-3-642-38495-0
journals/tcci/2012-8,978-3-642-34644-6
journals/tcci/2012-6,978-3-642-29355-9
journals/tcci/2014-17,978-3-662-44993-6
journals/tcci/2011-3,978-3-642-19967-7
journals/tcci/2016-21,978-3-662-49520-9
journals/tcci/2014-13,978-3-642-54454-5
journals/tdhms/2015-10,978-3-662-46738-1
journals/tdhms/2011-6,978-3-642-24555-8
journals/tdhms/2009-4,978-3-642-01756-8
journals/tdhms/2006-1,3-540-49071-X
journals/tdhms/2007-2,978-3-540-73091-0
journals/tdhms/2012-7,978-3-642-28692-6
journals/tdhms/2014-9,978-3-642-55045-4
journals/tdhms/2012-8,978-3-642-31970-9
journals/tdhms/2008-3,978-3-540-69016-0
journals/tdhms/2010-5,978-3-642-14297-0
journals/tedu/2011-5,978-3-642-18451-2
journals/tedu/2009-2,978-3-642-03269-1
journals/tedu/2011-6,978-3-642-22638-0
journals/tedu/2015-11,978-3-662-48246-9
journals/tedu/2010-4,978-3-642-14483-7
journals/tedu/2013-9,978-3-642-37041-0
journals/tedu/2009-3,978-3-642-11244-7
journals/tedu/2012-7,978-3-642-29049-7
journals/tedu/2013-10,978-3-642-37918-5
journals/tedu/2012-8,978-3-642-31438-4
journals/tedu/2008-1,978-3-540-69737-4
journals/tedu/2017-13,978-3-662-54394-8
journals/tedu/2016-12,978-3-662-50543-4
journals/jods/2005-2,3-540-24208-2
journals/jods/2003,3-540-20407-5
journals/jods/2008-10,978-3-540-77687-1
journals/jods/2009-14,978-3-642-10561-6
journals/jods/2009-13,978-3-642-03097-0
journals/jods/2006-6,3-540-36712-8
journals/jods/2009-12,978-3-642-00684-5
journals/jods/2006-5,3-540-31426-1
journals/jods/2007-9,978-3-540-74982-0
journals/jods/2011-15,978-3-642-22629-8
journals/jods/2008-11,978-3-540-92147-9
journals/jods/2006-7,3-540-46329-1
journals/jods/2005-4,3-540-31001-0
reference/med/2013,978-1-4614-8494-3
reference/genetic/2015,978-3-319-20882-4
books/sp/NPG2015,978-3-319-27235-1
books/sp/THAZL2015,978-3-319-25311-4
books/sp/BG2014,978-1-4939-1886-7
books/sp/BBH2015,978-3-319-17962-9
books/sp/BBH2015,978-3-319-17963-6
books/sp/BGPP2015,978-3-319-14997-4
conf/icccn/1999,0-7803-5794-9
conf/icccn/2009,978-1-4244-4581-3
conf/icccn/1998,0-8186-9014-3
conf/icccn/2003,0-7803-7945-4
conf/icccn/2001,0-7803-7128-3
conf/icccn/2012,978-1-4673-1544-9
conf/icccn/2011,978-1-4577-0637-0
conf/icccn/2008,978-1-4244-2390-3
conf/icccn/2005,0-7803-9428-3
conf/icccn/2002,0-7803-7553-X
conf/icccn/2016,978-1-5090-2279-3
conf/icccn/2006,1-4244-0572-6
conf/icccn/2007,978-1-4244-1251-8
conf/icccn/2000,0-7803-6494-5
conf/icccn/1995,0-8186-7180-7
conf/icccn/2013,978-1-4673-5774-6
conf/icccn/2014,978-1-4799-3572-7
conf/icccn/2015,978-1-4799-9964-4
conf/icccn/2010,978-1-4244-7115-7
conf/icccn/1997,0-8186-8186-1
conf/icccn/2004,0-7803-8814-3
conf/socase/2009,978-3-642-10738-2
conf/socase/2008,978-3-540-79967-2
conf/socase/2007,978-3-540-72618-0
conf/forte/1988,0-444-87126-8
conf/forte/1999,0-7923-8646-9
conf/forte/2009,978-3-642-02137-4
conf/forte/1998,0-412-84760-4
conf/forte/2003,3-540-20175-0
conf/forte/2001,0-7923-7470-3
conf/forte/1993,0-444-81773-5
conf/forte/1989,0-444-88544-7
conf/forte/1991,0-444-89402-0
conf/forte/2012,978-3-642-30792-8
conf/forte/2011,978-3-642-21460-8
conf/forte/2005,3-540-29189-X
conf/forte/1990,0-444-89024-6
conf/forte/2002,3-540-00141-7
conf/forte/1994,0-412-64450-9
conf/forte/2016,978-3-319-39569-2
conf/forte/2006,3-540-46219-8
conf/forte/2007,978-3-540-73195-5
conf/forte/2000,0-7923-7968-3
conf/forte/2004w,3-540-23169-2
conf/forte/1995,0-412-73270-X
conf/forte/2017,978-3-319-60224-0
conf/forte/2017,978-3-319-60225-7
conf/forte/2014,978-3-662-43612-7
conf/forte/2015,978-3-319-19194-2
conf/forte/2010,978-3-642-13463-0
conf/forte/1992,0-444-89282-6
conf/forte/1996,0-412-79490-X
conf/forte/1997,0-412-82060-9
conf/forte/2004,3-540-23252-4
conf/adcons/2011,978-3-642-29279-8
conf/iccip/2016,978-1-4503-4819-5
conf/cloudnet/2012,978-1-4673-2797-8
conf/cloudnet/2016,978-1-5090-5093-2
conf/cloudnet/2013,978-1-4799-0566-9
conf/cloudnet/2014,978-1-4799-2730-2
conf/icistm/2009,978-3-642-00404-9
conf/icistm/2012,978-3-642-29165-4
conf/icistm/2011,978-3-642-19422-1
conf/icistm/2010,978-3-642-12034-3
conf/dsom/1999,3-540-66598-6
conf/dsom/2009,978-3-642-04988-0
conf/dsom/2003,3-540-20314-1
conf/dsom/2001,2-7261-1190-4
conf/dsom/2008,978-3-540-85999-4
conf/dsom/2005,3-540-29388-4
conf/dsom/2002,3-540-00080-1
conf/dsom/2006,3-540-47659-8
conf/dsom/2007,978-3-540-75693-4
conf/dsom/2000,3-540-41427-4
conf/dsom/2004,3-540-23631-7
conf/cybersa/2016,978-1-5090-0703-5
conf/cybersa/2015,978-0-9932-3380-7
conf/icde/96,0-8186-7240-4
conf/icde/2007w,978-1-4244-0831-3
conf/icde/2015w,978-1-4799-8442-8
conf/icde/2009,978-0-7695-3545-6
conf/icde/93,0-8186-3570-3
conf/icde/2016w,978-1-5090-2109-3
conf/icde/2003,0-7803-7665-X
conf/icde/2001,0-7695-1001-9
conf/icde/98,0-8186-8289-2
conf/icde/2012,978-0-7695-4747-3
conf/icde/2014w,978-1-4799-3481-2
conf/icde/2011,978-1-4244-8958-9
conf/icde/2008,978-1-4244-1836-7
conf/icde/2011w,978-1-4244-9194-0
conf/icde/2005,0-7695-2285-8
conf/icde/2002,0-7695-1531-2
conf/icde/88,0-8186-0827-7
conf/icde/99,0-7695-0071-4
conf/icde/95,0-8186-6910-1
conf/icde/2005w,0-7695-2657-8
conf/icde/84,0-8186-0533-2
conf/icde/89,0-8186-1915-5
conf/icde/2016,978-1-5090-2020-1
conf/icde/2006,0-7695-2570-9
conf/icde/90,0-8186-2025-0
conf/icde/2006w,0-7695-2571-7
conf/icde/2008w,978-1-4244-2161-9
conf/icde/94,0-8186-5400-7
conf/icde/2007,1-4244-0802-4
conf/icde/2000,0-7695-0506-6
conf/icde/2010w,978-1-4244-6522-4
conf/icde/2013w,978-1-4673-5303-8
conf/icde/97,0-8186-7807-0
conf/icde/92,0-8186-2545-7
conf/icde/91,0-8186-2138-9
conf/icde/2012w,978-1-4673-1640-8
conf/icde/2013,978-1-4673-4909-3
conf/icde/87,0-8186-0762-9
conf/icde/86,0-8186-0655-X
conf/icde/2017,978-1-5090-6543-1
conf/icde/2014,978-1-4799-3480-5
conf/icde/2015,978-1-4799-7964-6
conf/icde/2010,978-1-4244-5444-0
conf/icde/2004,0-7695-2065-0
conf/gr/1986,3-540-18420-1
conf/IEEEcsa/2009,978-1-4244-4945-3
conf/rssrail/2016,978-3-319-33950-4
conf/qtna/2016,978-1-4503-4842-3
conf/icghpc/2016,978-1-4673-6615-1
conf/iwcls/1999,3-540-67729-1
conf/recsys/2015empire,978-1-4503-3615-4
conf/recsys/2009,978-1-60558-435-5
conf/recsys/2012,978-1-4503-1270-7
conf/recsys/2011,978-1-4503-0683-6
conf/recsys/2008,978-1-60558-093-7
conf/recsys/2016,978-1-4503-4035-9
conf/recsys/2013repsys,978-1-4503-2465-6
conf/recsys/2007,978-1-59593-730-8
conf/recsys/2015challenge,978-1-4503-3665-9
conf/recsys/2013,978-1-4503-2409-0
conf/recsys/2014,978-1-4503-2668-1
conf/recsys/2015,978-1-4503-3692-5
conf/recsys/2016challenge,978-1-4503-4801-0
conf/recsys/2010,978-1-60558-906-0
conf/lll/1999,3-540-41145-3
conf/dasc/2009,978-0-7695-3929-4
conf/dasc/2011,978-0-7695-4612-4
conf/dasc/2016,978-1-5090-4065-0
conf/dasc/2006,0-7695-2539-3
conf/dasc/2007,978-0-7695-2985-1
conf/dasc/2013,978-1-4799-3380-8
conf/dasc/2014,978-1-4799-5079-9
conf/cidu/2012,978-1-4673-4625-2
conf/icdar/2015hip,978-1-4503-3602-4
conf/icdar/1999,0-7695-0318-7
conf/icdar/1995-1,0-8186-7128-9
conf/icdar/2009,978-0-7695-3725-2
conf/icdar/2003,0-7695-1960-1
conf/icdar/2001,0-7695-1263-1
conf/icdar/1993,0-8186-4960-7
conf/icdar/2011,978-1-4577-1350-7
conf/icdar/2013hip,978-1-4503-2115-0
conf/icdar/2011hip,978-1-4503-0916-5
conf/icdar/2005,0-7695-2420-6
conf/icdar/2009mocr,978-1-60558-698-4
conf/icdar/2013mocr,978-1-4503-2114-3
conf/icdar/2007,978-0-7695-2822-9
conf/icdar/2013,978-0-7695-4999-6
conf/icdar/2015,978-1-4799-1805-8
conf/icdar/1997,0-8186-7898-4
conf/infoscale/2009,978-3-642-10484-8
conf/infoscale/2008,978-963-9799-28-8
conf/infoscale/2006,1-59593-428-6
conf/infoscale/2007,978-1-59593-757-5
conf/infoscale/2014,978-3-319-16867-8
conf/ipsn/2009,978-1-4244-5108-1
conf/ipsn/2003,3-540-02111-6
conf/ipsn/2012,978-1-4503-1227-1
conf/ipsn/2011,978-1-61284-854-9
conf/ipsn/2011,978-1-4503-0512-9
conf/ipsn/2008,978-0-7695-3157-1
conf/ipsn/2005,0-7803-9202-7
conf/ipsn/2016,978-1-5090-0802-5
conf/ipsn/2006,1-59593-334-4
conf/ipsn/2007,978-1-59593-638-7
conf/ipsn/2013,978-1-4503-1959-1
conf/ipsn/2017,978-1-4503-4890-4
conf/ipsn/2014,978-1-4799-3146-0
conf/ipsn/2015,978-1-4503-3475-4
conf/ipsn/2010,978-1-60558-988-6
conf/ipsn/2004,1-58113-846-6
conf/captech/1998,3-540-65353-8
conf/cgim/2005,0-88986-514-0
conf/edo/2002,3-540-07549-6
conf/edo/2006,1-59593-585-1
conf/edo/2000,3-540-41792-3
conf/softcom/2012,978-1-4673-2710-7
conf/softcom/2014openiot,978-3-319-16545-5
conf/softcom/2013,978-953-290-043-9
conf/softcom/2014,978-9-5329-0052-1
conf/softcom/2015,978-9-5329-0056-9
conf/compeng/2012,978-1-4673-1614-9
conf/compeng/2014,978-1-4799-4080-6
conf/compeng/2010,978-0-7695-3974-4
conf/lsr/2016,978-3-319-57737-1
conf/lsr/2016,978-3-319-57738-8
conf/hcw/1999,0-7695-0107-9
conf/hcw/1998,0-8186-8365-1
conf/hcw/2000,0-7695-0556-2
conf/hcw/1997,0-8186-7879-8
conf/maamaw/1999,3-540-66281-2
conf/maamaw/1993,3-540-60155-4
conf/maamaw/1994,3-540-61157-6
conf/maamaw/1992,3-540-58266-5
conf/maamaw/1996,3-540-60852-4
conf/maamaw/1997,3-540-63077-5
conf/iadis/2005celda,972-8924-05-4
conf/iadis/2009ac,978-972-8924-97-3
conf/iadis/2005ac,972-99353-6-X
conf/iadis/2008dm,978-972-8924-63-8
conf/iadis/2003icwi,972-98947-1-X
conf/iadis/2002icwi,972-9027-53-6
conf/iadis/2004icwi,972-99353-0-0
conf/iadis/2008el,978-972-8924-58-4
conf/atis/2016,978-981-10-2740-6
conf/atis/2017,978-981-10-5420-4
conf/atis/2017,978-981-10-5421-1
conf/wf-iot/2016,978-1-5090-4130-5
conf/wf-iot/2014,978-1-4799-3459-1
conf/wf-iot/2015,978-1-5090-0366-2
conf/gmp/2003,0-7695-1985-7
conf/gmp/2008,978-3-540-79245-1
conf/gmp/2002,0-7695-1674-2
conf/gmp/2006,3-540-36711-X
conf/gmp/2000,0-7695-0562-7
conf/gmp/2010,978-3-642-13410-4
conf/gmp/2004,0-7695-2078-2
conf/healthcom/2012,978-1-4577-2039-0
conf/healthcom/2016,978-1-5090-3370-6
conf/healthcom/2013,978-1-4673-5800-2
conf/healthcom/2013,978-1-4673-5801-9
conf/healthcom/2014,978-1-4799-6644-8
conf/healthcom/2015,978-1-4673-8325-7
conf/cae/2009,978-3-905674-17-0
conf/cae/2012,978-3-905674-43-9
conf/cae/2011,978-1-4503-0908-0
conf/cae/2008,978-3-905674-08-8
conf/cae/2005,3-905673-27-4
conf/cae/2007,978-3-905673-43-2
conf/cae/2013,978-1-4503-2203-4
conf/cae/2014,978-1-4503-3019-0
conf/minar/1998,3-540-64826-7
conf/globecom/2015w,978-1-4673-9526-7
conf/globecom/2016w,978-1-5090-2482-7
conf/globecom/2003,0-7803-7974-8
conf/globecom/2001,0-7803-7206-9
conf/globecom/2012,978-1-4673-0920-2
conf/globecom/2014w,978-1-4799-7470-2
conf/globecom/2011,978-1-4244-9266-4
conf/globecom/2011w,978-1-4673-0039-1
conf/globecom/2005,0-7803-9414-3
conf/globecom/2002,0-7803-7632-3
conf/globecom/2016,978-1-5090-1328-9
conf/globecom/2000,0-7803-6451-1
conf/globecom/2012w,978-1-4673-4942-0
conf/globecom/2013,978-1-4799-1353-4
conf/globecom/2014,978-1-4799-3512-3
conf/globecom/2015,978-1-4799-5952-5
conf/globecom/2010,978-1-4244-5638-3
conf/globecom/2004,0-7803-8794-5
conf/saso/2015w,978-1-4673-8439-1
conf/saso/2009,978-0-7695-3794-8
conf/saso/2012,978-1-4673-3126-5
conf/saso/2014w,978-1-4799-6378-2
conf/saso/2011,978-1-4577-1614-0
conf/saso/2008,978-0-7695-3404-6
conf/saso/2011w,978-1-4577-2029-1
conf/saso/2016fasw,978-1-5090-3651-6
conf/saso/2016,978-1-5090-3534-2
conf/saso/2008w,978-0-7695-3553-1
conf/saso/2007,0-7695-2906-2
conf/saso/2010w,978-0-7695-4229-4
conf/saso/2013w,978-1-4799-5086-7
conf/saso/2012w,978-1-4673-5153-9
conf/saso/2013,978-0-7695-5129-6
conf/saso/2014,978-1-4799-5367-7
conf/saso/2015,978-1-4673-7535-1
conf/saso/2010,978-0-7695-4232-4
conf/iimss/2016,978-3-319-39344-5
conf/iimss/2016,978-3-319-39345-2
conf/iimss/2013,978-1-61499-261-5
conf/iimss/2013,978-1-61499-262-2
conf/xmlsec/2003,1-58113-777-X
conf/xmlsec/2002,1-58113-632-3
conf/ssv/2011,978-3-939897-36-1
conf/wollic/2009,978-3-642-02260-9
conf/wollic/2012,978-3-642-32620-2
conf/wollic/2011,978-3-642-20919-2
conf/wollic/2008,978-3-540-69936-1
conf/wollic/2016,978-3-662-52920-1
conf/wollic/2007,978-3-540-73443-7
conf/wollic/2013,978-3-642-39991-6
conf/wollic/2017,978-3-662-55385-5
conf/wollic/2017,978-3-662-55386-2
conf/wollic/2014,978-3-662-44144-2
conf/wollic/2015,978-3-662-47708-3
conf/wollic/2010,978-3-642-13823-2
conf/cica/2009,978-1-4244-2752-9
conf/cica/2011,978-1-4244-9903-8
conf/cica/2014,978-1-4799-4531-3
conf/coinco/2016,978-1-5090-4607-2
conf/coinco/2015,978-1-5090-0089-0
conf/icon/2003,0-7803-7788-5
conf/icon/2001,0-7695-1186-4
conf/icon/2001,0-7695-1187-2
conf/icon/2001,0-7695-1188-0
conf/icon/2012,978-1-4673-4521-7
conf/icon/2011,978-1-4577-1824-3
conf/icon/2002,0-7803-7533-5
conf/icon/2006,0-7803-9746-0
conf/icon/2007,1-4244-1230-7
conf/icon/2000,0-7695-0777-8
conf/icon/2004,0-7803-8783-X
conf/ithet/2012,978-1-4673-2332-1
conf/ithet/2016,978-1-5090-0778-3
conf/ithet/2014,978-1-4673-6730-1
conf/ithet/2015,978-1-4799-1756-3
conf/staf/2013bigmde,978-1-4503-2165-5
conf/staf/2016w,978-3-319-50229-8
conf/staf/2014vao,978-1-4503-2900-2
conf/wilf/2009,978-3-642-02281-4
conf/wilf/2003,3-540-31019-3
conf/wilf/2011,978-3-642-23712-6
conf/wilf/2005,3-540-32529-8
conf/wilf/2016,978-3-319-52961-5
conf/wilf/2007,978-3-540-73399-7
conf/wilf/2013,978-3-319-03199-6
conf/fidji/2003,3-540-21091-1
conf/fidji/2002,3-540-00679-6
conf/vlsid/1999,0-7695-0013-7
conf/vlsid/2009,978-0-7695-3506-7
conf/vlsid/1998,0-8186-8224-8
conf/vlsid/2003,0-7695-1868-0
conf/vlsid/2001,0-7695-0831-6
conf/vlsid/1993,0-8186-3180-5
conf/vlsid/2011,978-0-7695-4348-2
conf/vlsid/2008,0-7695-3083-4
conf/vlsid/2005,0-7695-2264-5
conf/vlsid/2002,0-7695-1299-2
conf/vlsid/1994,0-8186-4990-9
conf/vlsid/2016,978-1-4673-8700-2
conf/vlsid/2006,0-7695-2502-4
conf/vlsid/2007,0-7695-2762-0
conf/vlsid/2000,0-7695-0487-6
conf/vlsid/1995,0-8186-6905-5
conf/vlsid/2013,978-1-4673-4639-9
conf/vlsid/2017,978-1-5090-5740-5
conf/vlsid/2014,978-1-4799-2513-1
conf/vlsid/2015,978-1-4799-6658-5
conf/vlsid/2010,978-0-7695-3928-7
conf/vlsid/1992,0-8186-2465-5
conf/vlsid/1997,0-8186-7755-4
conf/vlsid/2004,0-7695-2072-3
conf/cchi/2017,978-1-4503-5308-3
conf/cchi/2014,978-1-4503-2876-0
conf/cchi/2015,978-1-4503-3464-8
conf/ulpaa/1994,0-444-82047-7
conf/ulpaa/1992,0-444-89766-6
conf/inetbib/1997,3-89227-046-5
conf/ipcai/2012,978-3-642-30617-4
conf/ipcai/2011,978-3-642-21503-2
conf/ipcai/2013,978-3-642-38567-4
conf/ipcai/2014,978-3-319-07520-4
conf/ipcai/2010,978-3-642-13710-5
conf/isd/1999,3-540-66931-0
conf/eurovav/1999,0-7923-8645-0
conf/eurovav/1993,84-604-5817-2
conf/evoting/2004,3-88579-376-8
conf/hotnets/2012,978-1-4503-1776-4
conf/hotnets/2011,978-1-4503-1059-8
conf/hotnets/2016,978-1-4503-4661-0
conf/hotnets/2013,978-1-4503-2596-7
conf/hotnets/2014,
conf/hotnets/2015,978-1-4503-4047-2
conf/hotnets/2010,978-1-4503-0409-2
conf/ahs/2009,978-0-7695-3714-6
conf/ahs/2012,978-1-4673-1915-7
conf/ahs/2011,978-1-4577-0598-4
conf/ahs/2008,978-0-7695-3166-3
conf/ahs/2006,0-7695-2614-4
conf/ahs/2007,0-7695-2866-X
conf/ahs/2014,978-1-4799-5356-1
conf/ahs/2015,978-1-4673-7501-6
conf/ahs/2010,978-1-4244-5887-5
conf/cvbia/2005,3-540-29411-2
conf/modelsward/2014s,978-3-319-25155-4
conf/modelsward/2015s,978-3-319-27868-1
conf/modelsward/2016,978-989-758-168-7
conf/modelsward/2013,978-989-8565-42-6
conf/modelsward/2017,978-989-758-210-3
conf/modelsward/2014,978-989-758-007-9
conf/modelsward/2015,978-989-758-083-3
conf/modelsward/2016amaretto,978-989-758-166-3
conf/reading/2004,3-540-21904-8
conf/colognet/2002,3-540-00986-8
conf/cicsyn/2009,978-0-7695-3743-6
conf/cicsyn/2012,978-1-4673-2640-7
conf/cicsyn/2011,978-1-4577-0975-3
conf/cicsyn/2013,978-1-4799-0587-4
conf/cicsyn/2014,978-1-4799-5076-8
conf/cicsyn/2015,978-1-4673-7016-5
conf/cicsyn/2010,978-1-4244-7837-8
conf/cibcb/2009,978-1-4244-2756-7
conf/cibcb/2012,978-1-4673-1190-8
conf/cibcb/2011,978-1-4244-9896-3
conf/cibcb/2008,978-1-4244-1778-0
conf/cibcb/2005,0-7803-9388-0
conf/cibcb/2016,978-1-4673-9472-7
conf/cibcb/2006,1-4244-0623-4
conf/cibcb/2007,1-4244-0710-9
conf/cibcb/2013,978-1-4673-5875-0
conf/cibcb/2015,978-1-4799-6926-5
conf/cibcb/2010,978-1-4244-6766-2
conf/cibcb/2004,0-7803-8728-7
conf/psb/2009,978-981-283-692-2
conf/psb/2012,978-1-61839-811-6
conf/psb/2011,978-981-4335-04-1
conf/psb/2008,978-981-277-608-2
conf/psb/2005,981-256-046-7
conf/psb/2006,981-256-463-2
conf/psb/2007,981-270-417-5
conf/psb/2013,978-1-62748-016-1
conf/psb/2010,978-981-4295-29-1
conf/psb/2004,981-238-598-3
conf/ecoop/2014ple,978-1-4503-2887-6
conf/ecoop/1987,3-540-18353-1
conf/ecoop/2013scala,978-1-4503-2064-1
conf/ecoop/1988,3-540-50053-7
conf/ecoop/2009icooolps,978-1-60558-541-3
conf/ecoop/1999,3-540-66156-5
conf/ecoop/2015ftfjp,978-1-4503-3656-7
conf/ecoop/2011icooolps,978-1-4503-0894-6
conf/ecoop/2009,978-3-642-03012-3
conf/ecoop/1998,3-540-64737-6
conf/ecoop/2003,3-540-40531-3
conf/ecoop/2011cop,978-1-4503-0891-5
conf/ecoop/2001,3-540-42206-4
