URL_KEY,URL_URL,URL_AUX
homepages/96/6739,https://viaf.org/viaf/241960065,
homepages/96/6739,http://www.genealogy.ams.org/id.php?id=110128,
homepages/96/2732,https://orcid.org/0000-0003-1585-9283,
homepages/96/5561,https://scholar.google.com/citations?user=TooIROEAAAAJ,
homepages/96/481,http://robotics.stanford.edu/users/sahami/bio.html,
homepages/96/9460,http://www2.warwick.ac.uk/fac/sci/dcs/people/research/csrgai,
homepages/96/9460,https://scholar.google.com/citations?user=OhgxlJ8AAAAJ,
homepages/96/3544,https://orcid.org/0000-0002-3684-3566,
homepages/96/1216,http://www.stanford.edu/~ngoodman/,
homepages/96/1216,https://scholar.google.com/citations?user=OUpIbcQAAAAJ,
homepages/96/5823,http://www2.informatik.hu-berlin.de/~trissl/,
homepages/96/1106,http://ng.linkedin.com/pub/babajide-afolabi/9/735/9a2,
homepages/96/5526,http://chipbruce.net/,
homepages/96/5526,http://people.lis.illinois.edu/~chip/pubs/index.shtml,
homepages/96/2990,https://scholar.google.com/citations?user=3CS_ahUAAAAJ,
homepages/96/2990,http://dl.acm.org/author_page.cfm?id=81100582555,
homepages/96/4745,http://www.labs.hpe.com/people/omer_barkol/,
homepages/96/4513,https://users.encs.concordia.ca/~tglatard/,
homepages/96/4513,https://scholar.google.com/citations?user=HpsswVgAAAAJ,
homepages/96/8654,https://sites.google.com/site/joaopalotti/,
homepages/96/8654,http://ifs.tuwien.ac.at/~palotti/,
homepages/96/8603,https://www.scopus.com/authid/detail.uri?authorId=6701394007,
homepages/96/8603,http://www.researcherid.com/rid/L-1573-2015,
homepages/96/8603,https://orcid.org/0000-0002-0964-3294,
homepages/96/8181,http://www.pdl.cmu.edu/People/moraru.shtml,
homepages/96/1757,https://scholar.google.com/citations?user=fkfuxJsAAAAJ,
homepages/96/2864,http://www.barbaraweber.org/,
homepages/96/2864,http://bpm.q-e.at/stefan_zugal?page_id=263,
homepages/96/2864,https://scholar.google.com/citations?user=iEBRDLkAAAAJ,
homepages/96/1750,https://scholar.google.com/citations?user=214U3IkAAAAJ,
homepages/96/10820,https://scholar.google.com/citations?user=dsNXtcgAAAAJ,
homepages/96/3906,http://www.dtic.upf.edu/~npares/narcis_a.htm,
homepages/96/4105,https://orcid.org/0000-0003-4380-4925,
homepages/96/6007,http://gplsi.dlsi.ua.es/~svazquez/,
homepages/96/5728,http://gtas.unican.es/people/carlos,
homepages/96/5233,https://en.wikipedia.org/wiki/Georg_Kreisel,
homepages/96/5233,https://www.wikidata.org/wiki/Q951409,
homepages/96/5233,https://id.worldcat.org/fast/276900,
homepages/96/5233,http://isni.org/isni/0000000110411127,
homepages/96/5233,http://id.loc.gov/authorities/names/n90705386,
homepages/96/5233,http://d-nb.info/gnd/119528592,
homepages/96/5233,https://viaf.org/viaf/15582257,
homepages/96/5233,http://www.genealogy.ams.org/id.php?id=20180,
homepages/96/638,https://orcid.org/0000-0002-0706-781X,
homepages/96/2745,http://www.ccs.neu.edu/home/intille/,
homepages/96/2745,https://scholar.google.com/citations?user=9Yuk3WgAAAAJ,
homepages/96/1284,http://www.site.uottawa.ca/~dbalakri/,
homepages/96/1679,http://www.ndu.edu.lb/academics/faculty_research/fe/mustapha~hamad/profile.htm,
homepages/96/5781,http://robotics.gatech.edu/team/faculty/verriest,
homepages/96/5781,http://www.ece.gatech.edu/faculty-staff/fac_profiles/bio.php?id=109,
homepages/96/5781,http://users.ece.gatech.edu/~verriest/,
homepages/96/4636,http://www.princeton.edu/~naomi/,
homepages/96/6770,http://www.irit.fr/~Riad.Mokadem/,
homepages/96/4794,http://investigacion.us.es/sisius/sis_showpub.php?idpers=1030,
homepages/96/3469,http://www.staff.science.uu.nl/~swier004/,
homepages/96/3666,http://plg.uwaterloo.ca/~claclark/,
homepages/96/108,http://personprofil.aau.dk/103856,
homepages/96/6001,https://mat.upc.edu/en/people/sebastia.xambo,
homepages/96/6001,https://mat-web.upc.edu/people/sebastia.xambo/sxdeng.html,
homepages/96/6001,https://www.researchgate.net/profile/Sebastia_Xambo-Descamps,
homepages/96/6001,https://www.genealogy.math.ndsu.nodak.edu/id.php?id=58240,
homepages/96/3325,https://zbmath.org/authors/?q=ai:arslanov.marat-m,
homepages/96/1719,https://en.wikipedia.org/wiki/Susan_Gerhart,
homepages/96/1719,https://www.wikidata.org/wiki/Q11600,
homepages/96/2951,http://users.ece.utexas.edu/~gerstl/,
homepages/96/2951,https://scholar.google.com/citations?user=ogY_or8AAAAJ,
homepages/96/4387,http://www.haverford.edu/computerscience/faculty/davew/,
homepages/96/3727,http://emps.exeter.ac.uk/computer-science/staff/gm321,
homepages/96/3727,http://people.exeter.ac.uk/gm321/,
homepages/96/3727,https://scholar.google.com/citations?user=OKpejRIAAAAJ,
homepages/96/8013,https://scholar.google.com/citations?user=m1vin3EAAAAJ,
homepages/96/464,http://www.ism.ac.jp/souran-en/researcher/fukumizu_k.html,
homepages/96/4299,http://homepage.tudelft.nl/68x7e/,
homepages/96/6870-1,http://www.degois.pt/visualizador/curriculum.jsp?key=4412170532437274,
homepages/96/1450,http://www.touzet.org/Claude/Web-Fac-Claude/index.html,
homepages/96/6594,https://sites.google.com/site/brogaardb/,
homepages/96/6594,https://en.wikipedia.org/wiki/Berit_Brogaard,
homepages/96/6594,https://www.wikidata.org/wiki/Q4891891,
homepages/96/6594,https://viaf.org/viaf/5145287,
homepages/96/3537,http://www.ilsp.gr/en/infoprojects/meta?view=member&id=26&task=show,
homepages/96/4012,http://www.ii.uib.no/~pinar/,
homepages/96/2885,http://www.ene.unb.br/mylene/,
homepages/96/2885,http://lattes.cnpq.br/4465619366143200,
homepages/96/2885,https://scholar.google.com/citations?user=3m4U2zkAAAAJ,
homepages/96/1611,http://www2.cs.uh.edu/~johnsson/,
homepages/96/6278,http://decsai.ugr.es/~jmfluna/,
homepages/96/6278,https://scholar.google.com/citations?user=uY8EW64AAAAJ,
homepages/96/1320,https://zbmath.org/authors/?q=ai:hall.jonathan-i,
homepages/96/1320,http://www.genealogy.ams.org/id.php?id=25009,
homepages/96/1896,http://dizanvasquez.info,
homepages/96/3624,https://mathet.users.greyc.fr/,
homepages/96/3624,http://dl.acm.org/author_page.cfm?id=81310481076,
homepages/96/3312,https://en.wikipedia.org/wiki/Alex_Verrijn_Stuart,
homepages/96/4355,https://www.unibo.it/sitoweb/giovanni.neri/,
homepages/96/3441,https://orcid.org/0000-0002-6494-7514,
homepages/96/4430,http://www.ece.iisc.ernet.in/~cmurthy/doku.php?id=home,
homepages/96/3616,http://www.hitlabnz.org/,
homepages/96/3616,https://scholar.google.com/citations?user=50jH5EUAAAAJ,
homepages/96/3616,http://web.cs.wpi.edu/~gogo/,
homepages/96/5736,http://www.lancaster.ac.uk/staff/rayson/,
homepages/96/5736,http://www.research.lancs.ac.uk/portal/en/people/Paul-Rayson/,
homepages/96/5736,https://orcid.org/0000-0002-1257-2191,
homepages/96/5736,https://scholar.google.com/citations?user=DACFB-kAAAAJ,
homepages/96/5736,https://github.com/perayson,
homepages/96/5736,http://twitter.com/perayson,
homepages/96/545,http://www.mathcs.duq.edu/profs/jackson.html,
homepages/96/4344,https://users.dimi.uniud.it/~pietro.digianantonio/,
homepages/96/4344,http://andrej.com/mathematicians/D/diGianantonio_Pietro.html,
homepages/96/3834,https://sites.google.com/site/shouryaroy/,
homepages/96/3834,https://scholar.google.com/citations?user=NQA1ZyMAAAAJ,
homepages/96/6427,https://en.wikipedia.org/wiki/Alonzo_Church,
homepages/96/6427,https://www.wikidata.org/wiki/Q92741,
homepages/96/6427,https://id.worldcat.org/fast/1458233,
homepages/96/6427,http://isni.org/isni/0000000110038502,
homepages/96/6427,https://openlibrary.org/authors/OL118074A,
homepages/96/6427,http://id.loc.gov/authorities/names/n83152979,
homepages/96/6427,http://d-nb.info/gnd/119430223,
homepages/96/6427,https://viaf.org/viaf/109830754,
homepages/96/6427,http://www.genealogy.ams.org/id.php?id=8011,
homepages/96/1265,https://www.linkedin.com/in/molteanu,
homepages/96/1675,http://cis.bentley.edu/htopi/htopi/Main.html,
homepages/96/1675,https://scholar.google.com/citations?user=fKtcVGMAAAAJ,
homepages/96/5346,http://dase.cs.wright.edu/people/Adila-Krisnadhi,
homepages/96/5346,https://scholar.google.com/citations?user=m7PqgfkAAAAJ,
homepages/96/2596-1,http://www.jguo.org/,
homepages/96/4500,http://www.math.ubc.ca/~rachel/,
homepages/96/6687,http://www.nellybencomo.me/,
homepages/96/6687,https://scholar.google.com/citations?user=86H7HmkAAAAJ,
homepages/96/6687,http://dl.acm.org/author_page.cfm?id=81309501785,
homepages/96/9784,https://scholar.google.com/citations?user=XbqRk0UAAAAJ,
homepages/96/7171,https://orcid.org/0000-0003-2947-8713,
homepages/96/1973,http://people.stern.nyu.edu/lsproull/,
homepages/96/2423,https://www.unibw.de/inf1/personen/professoren/hertling/,
homepages/96/2423,http://andrej.com/mathematicians/H/Hertling_Peter.html,
homepages/96/3361,https://sites.google.com/site/fabriceeguillet/,
homepages/96/8872,https://scholar.google.com/citations?user=ORzV9wEAAAAJ,
homepages/96/8872,http://livedna.net/?dna=20.354,
homepages/96/5521,http://www.iro.umontreal.ca/~frasson/index.php,
homepages/96/6430,http://ai.stanford.edu/~nilsson/,
homepages/96/6430,https://scholar.google.com/citations?user=kY_YpKkAAAAJ,
homepages/96/6430,http://dl.acm.org/author_page.cfm?id=81339520159,
homepages/96/8555,http://www.homepages.ucl.ac.uk/~ucaksgu/,
homepages/96/8555,http://www.ucl.ac.uk/statistics/people/sergeguillas,
homepages/96/8555,https://scholar.google.com/citations?user=6ByPRGgAAAAJ,
homepages/96/5436,https://www.scopus.com/authid/detail.uri?authorId=6602618548,
homepages/96/5436,https://orcid.org/0000-0002-4140-0049,
homepages/96/3518,http://kom.aau.dk/~del/,
homepages/96/3518,https://scholar.google.com/citations?user=1sB4AFUAAAAJ,
homepages/96/1994-8,http://leijiang.weebly.com/,
homepages/96/2657-1,https://fermat.github.io/,
homepages/96/2589,http://www.fri.uni-lj.si/en/branko-matjaz-juric/default.html,
homepages/96/2589,https://scholar.google.com/citations?user=igWJaUUAAAAJ,
homepages/96/3853-1,http://wwwen.uni.lu/snt/people/frank_hermann,
homepages/96/3853-1,https://scholar.google.com/citations?user=tygGKvsAAAAJ,
homepages/96/3853-1,http://dl.acm.org/author_page.cfm?id=81100314576,
homepages/96/1282,http://www.di.uniroma1.it/it/docenti/petreschi,
homepages/96/9083-1,http://www.cc.gatech.edu/~akhan67/,
homepages/96/9083-1,https://scholar.google.com/citations?user=yRsbV0AAAAAJ,
homepages/96/352,https://math.berkeley.edu/people/faculty/norbert-riedel,
homepages/96/352,http://www2.tulane.edu/sse/math/faculty/norbert-riedel.cfm,
homepages/96/352,http://www.genealogy.ams.org/id.php?id=38121,
homepages/96/7053,http://jmalcaraz.com/,
homepages/96/7053,http://www.uws.ac.uk/staff-profiles/engineering/jose-m-alcaraz-calero/,
homepages/96/7053,https://scholar.google.com/citations?user=x0k8S-4AAAAJ,
homepages/96/7053,https://uk.linkedin.com/in/jmalcaraz,
homepages/96/6928,https://www.eng.tau.ac.il/~burstyn/,
homepages/96/6928,https://scholar.google.com/citations?user=vsPjofUAAAAJ,
homepages/96/8099,http://www.mathnet.ru/eng/person8379,
homepages/96/6754,https://www.linkedin.com/in/bhautik,
homepages/96/6754,https://twitter.com/bhautikj,
homepages/96/2803,http://www-sop.inria.fr/members/Frederic.Grognard/,
homepages/96/1656,https://scholar.google.com/citations?user=Rm8sl7wAAAAJ,
homepages/96/8012,http://www.fokus.fraunhofer.de/8bea90968357fe9f,
homepages/96/4061,https://zbmath.org/authors/?q=ai:schmeidler.david,
homepages/96/4845,https://tippie.uiowa.edu/people/samuel-a-burer,
homepages/96/4845,https://orcid.org/0000-0001-5886-458X,
homepages/96/4724,https://users.cs.cf.ac.uk/G.Loukides/,
homepages/96/3790,https://en.wikipedia.org/wiki/David_J._C._MacKay,
homepages/96/3790,https://www.wikidata.org/wiki/Q446862,
homepages/96/3790,https://scholar.google.com/citations?user=g3mGoAwAAAAJ,
homepages/96/3790,https://openlibrary.org/authors/OL7167291A,
homepages/96/3790,http://www.scopus.com/authid/detail.url?authorId=7402243706,
homepages/96/3790,http://dl.acm.org/author_page.cfm?id=81100237704,
homepages/96/3790,https://orcid.org/0000-0002-8631-6000,
homepages/96/3790,http://id.loc.gov/authorities/names/n2005011036,
homepages/96/3790,http://d-nb.info/gnd/173311342,
homepages/96/3790,https://viaf.org/viaf/72445077,
homepages/96/3790,http://www.genealogy.ams.org/id.php?id=122241,
homepages/96/5226,https://en.wikipedia.org/wiki/Paul_Lorenzen,
homepages/96/5226,https://www.wikidata.org/wiki/Q72998,
homepages/96/5226,http://d-nb.info/gnd/11857437X,
homepages/96/5226,https://id.worldcat.org/fast/1427820,
homepages/96/5226,http://isni.org/isni/0000000081228023,
homepages/96/5226,http://id.loc.gov/authorities/names/n83129384,
homepages/96/5226,http://www.genealogy.ams.org/id.php?id=49135,
homepages/96/5226,https://viaf.org/viaf/44375757,
homepages/96/145,https://orcid.org/0000-0002-0743-0869,
homepages/96/45,http://people.compute.dtu.dk/jerf/,
homepages/96/45,https://scholar.google.com/citations?user=xgiDEY4AAAAJ,
homepages/96/5063,http://serve.me.nus.edu.sg/neeyc/,
homepages/96/4254,https://scholar.google.com/citations?user=j1iTI-wAAAAJ,
homepages/96/9915,http://www.loni.ucla.edu/About_Loni/people/indiv_detail.php?people_id=283,
homepages/96/4594,http://www-lium.univ-lemans.fr/~piau/,
homepages/96/640,http://www.uni-weimar.de/de/medien/professuren/grafische-datenverarbeitung/,
homepages/96/6289,http://users.csc.calpoly.edu/~zwood/,
homepages/96/2536,http://people.bath.ac.uk/tjs42/,
homepages/96/2536,https://scholar.google.com/citations?user=zReZ_jsAAAAJ,
homepages/96/2536,https://orcid.org/0000-0003-1154-855X,
homepages/96/3333,https://scholar.google.com/citations?user=HWF6UxgAAAAJ,
homepages/96/11370,https://scholar.google.com/citations?user=qN-mMboAAAAJ,
homepages/96/5356,http://www-rocq.inria.fr/~crucianu/indexen.html,
homepages/96/1509,https://orcid.org/0000-0001-9855-2839,
homepages/96/2562,http://www.iitg.ac.in/rinkulu/,
homepages/96/194,http://www.ece.cmu.edu/~byronyu/,
homepages/96/3850,http://www.cs.utah.edu/~berg/,
homepages/96/857,http://pernillebjorn.dk/,
homepages/96/857,http://research.ku.dk/search/?pure=en%2Fpersons%2Fpernille-bjoern(8578cc6c-33b6-46fb-b85a-36299bd08e91).html,
homepages/96/857,http://itu.dk/~pbra/pmwiki/pmwiki.php,
homepages/96/857,https://scholar.google.com/citations?user=ZbzjucYAAAAJ,
homepages/96/857,http://www.researcherid.com/rid/O-2859-2015,
homepages/96/857,https://orcid.org/0000-0001-7049-1173,
homepages/96/4375,http://www.kermit.ugent.be/,
homepages/96/6480,https://en.wikipedia.org/wiki/Steve_Crocker,
homepages/96/6480,https://www.wikidata.org/wiki/Q3178997,
homepages/96/6480,http://dl.acm.org/author_page.cfm?id=81100461345,
homepages/96/6480,http://id.loc.gov/authorities/names/no97023213,
homepages/96/6480,https://viaf.org/viaf/48830236,
homepages/96/4489,http://www.seas.yale.edu/faculty-detail.php?id=32,
homepages/96/6330,http://www.ifi.uzh.ch/en/vmml/people/current-staff/pajarola.html,
homepages/96/23-1,http://www.cc.gatech.edu/~wzhuo3/index.html,
homepages/96/3136,http://www.bit.vt.edu/faculty/ghandforoush.html,
homepages/96/4039,http://kompetenzzentrum.uni-trier.de/de/ueber-uns/mitarbeiter/dr.-stefan-buedenbender/,
homepages/96/4702,http://mecom.cnea.gov.ar/index.php/es/quienes-somos/83-personalPadra,
homepages/96/4702,http://www.genealogy.ams.org/id.php?id=88262,
homepages/96/1613,http://achintoommenthomas.net/,
homepages/96/2730,http://www1.maths.leeds.ac.uk/~pmtng/,
homepages/96/2730,http://www.genealogy.ams.org/id.php?id=130584,
homepages/96/2730,http://andrej.com/mathematicians/G/Gambino_Nicola.html,
homepages/96/1994-1,http://www.jianglei.org/,
homepages/96/1994-1,https://scholar.google.com/citations?user=-1sXorAAAAAJ,
homepages/96/5089,http://www-lipn.univ-paris13.fr/~schwer/,
homepages/96/92,http://www.cdl.uni-saarland.de/people/hack/,
homepages/96/2831,https://scholar.google.com/citations?user=iOKMnfcAAAAJ,
homepages/96/2831,https://orcid.org/0000-0002-3564-395X,
homepages/96/5178,http://digital.cs.usu.edu/~reneebryce/,
homepages/96/6429,http://www.eurecom.fr/~dugelay/,
homepages/96/6429,https://scholar.google.com/citations?user=VGK3IyUAAAAJ,
homepages/96/6429,http://dl.acm.org/author_page.cfm?id=81100623440,
homepages/96/6429,http://www.linkedin.com/pub/dugelay-jean-luc/10/129/183,
homepages/96/2929,http://www.redcad.org/members/kallel/,
homepages/96/11360,http://www.atmos.colostate.edu/faculty/kummerow.php,
homepages/96/7552,http://fccr.ucsd.edu/Bewley.html,
homepages/96/7552,http://jacobsschool.ucsd.edu/faculty/faculty_bios/index.sfe?fmp_recid=64,
homepages/96/5021,http://wwwvis.informatik.uni-stuttgart.de/~bidmon/,
homepages/96/5577-2,http://www.researcherid.com/rid/A-6738-2008,
homepages/96/5577-2,https://www.scopus.com/authid/detail.uri?authorId=37005677400,
homepages/96/5577-2,https://orcid.org/0000-0001-9828-2074,
homepages/96/6625,http://faculty.uml.edu/jpropp/,
homepages/96/23-3,https://www.linkedin.com/pub/wei-zhuo/45/aa5/b44,
homepages/96/4108,http://individual.utoronto.ca/klyons/,
homepages/96/4108,https://scholar.google.com/citations?user=PJsN8P0AAAAJ,
homepages/96/4108,http://dl.acm.org/author_page.cfm?id=81339515074,
homepages/96/312,http://www.sce.carleton.ca/faculty/hafez/,
homepages/96/3794,http://www.csi.ucd.ie/AcademicProfile/EleniMangina/,
homepages/96/3794,https://scholar.google.com/citations?user=50-QeIUAAAAJ,
homepages/96/696,http://www.tecn.upf.es/~vdalmau/,
homepages/96/6660,https://webdocs.cs.ualberta.ca/~dale/,
homepages/96/6660,https://scholar.google.com/citations?user=xaQuPloAAAAJ,
homepages/96/3995-2,http://www.linkedin.com/pub/hongyu-wang/13/7b1/53b,
homepages/96/5158-1,https://www.linkedin.com/in/manuel-l%C3%B3pez-hern%C3%A1ndez-45216647,
homepages/96/4067,http://www.csse.uwa.edu.au/~rachel/,
homepages/96/447,http://people.uleth.ca/~dave.morris/GraphTheory.shtml,
homepages/96/447,https://zbmath.org/authors/?q=ai:witte-morris.dave,
homepages/96/637,http://merage.uci.edu/~scott/,
homepages/96/3322,http://www.qub.ac.uk/schools/psy/Staff/Academic/Cowie/,
homepages/96/7521,http://www.guyvdb.eu/,
homepages/96/2064,http://engineering.ucsb.edu/faculty/profile/160,
homepages/96/2466,https://orcid.org/0000-0003-0395-7943,
homepages/96/4803,http://eacademic.ju.edu.jo/obein/,
homepages/96/4803,https://scholar.google.com/citations?user=5mFzWvEAAAAJ,
homepages/96/4026,http://www.uni-giessen.de/www-Numerische-Mathematik/buhmann.html,
homepages/96/3156,https://personal.cis.strath.ac.uk/clemens.kupke/,
homepages/190/7195,http://wwwen.uni.lu/snt/people/christian_hammerschmidt,
homepages/190/7422,https://www.ftm.mw.tum.de/index.php?id=805,
homepages/190/0083,https://scholar.google.com/citations?user=tyB3qnoAAAAJ,
homepages/24/1505,http://vipl.rie.shizuoka.ac.jp/,
homepages/24/1987,http://www.cs.colorado.edu/~debra/,
homepages/24/1987,https://scholar.google.com/citations?user=RfSx82sAAAAJ,
homepages/24/1987,http://dl.acm.org/author_page.cfm?id=81490680565,
homepages/24/6312,http://www.rmit.edu.au/contact/staff-contacts/academic-staff/s/sithamparanathan-dr-kandeepan/,
homepages/24/6312,https://sites.google.com/site/drkandeepansithamparanathan/,
homepages/24/6312,https://scholar.google.com/citations?user=YRjlWVMAAAAJ,
homepages/24/10375,http://www.unifi.it/p-doc2-2013-200010-B-3f2a3d31382f2b.html,
homepages/24/10375,https://www.scopus.com/authid/detail.uri?authorId=6602982799,
homepages/24/10375,http://www.researcherid.com/rid/B-6919-2015,
homepages/24/10375,https://orcid.org/0000-0003-3497-8165,
homepages/24/6084,http://people.rennes.inria.fr/Nicolas.Crouseilles/,
homepages/24/7782,http://www.comp.dit.ie/fmtenzi/,
homepages/24/8731,http://www.vangrondelle.com/,
homepages/24/9304,https://scholar.google.com/citations?user=VYdmBu0AAAAJ,
homepages/24/3583,https://scholar.google.com/citations?user=q8mVDKoAAAAJ,
homepages/24/9077,http://www.h-its.org/de/research/ain/people/,
homepages/24/9077,http://people.astro.ruhr-uni-bochum.de/polsterer/index.html,
homepages/24/891-1,http://rp-www.cs.usyd.edu.au/~whua5569/,
homepages/24/4752,http://dl.acm.org/author_page.cfm?id=81409595066,
homepages/24/4391,https://scholar.google.com/citations?user=qDFT3G4AAAAJ,
homepages/24/6555,https://www.hs-fulda.de/fachbereiche/angewandte-informatik/ueber-uns/professuren/details/person/prof-dr-annika-wagner-72/contactBox/,
homepages/24/2542,https://dahleh.lids.mit.edu/,
homepages/24/1795,http://www.hpi.uni-potsdam.de/meinel/lehrstuhl/team_fotos/senior_researcher/cheng.html,
homepages/24/1217,https://scholar.google.com/citations?user=vnzoeSQAAAAJ,
homepages/24/3562-3,https://www.scopus.com/authid/detail.uri?authorId=35243755100,
homepages/24/3562-3,http://www.researcherid.com/rid/E-6563-2016,
homepages/24/3562-3,https://orcid.org/0000-0002-2433-6823,
